Item Code,Old Code,Description,UOM,Item Type,Forecasted,Manufacturer,Buisness Unit
1-13132-0,UNTR-MSI205330,"SUCTION IRRIGATION SET, PROBE PREATTACHED, STERILE POUCH PACKED",Ea,TRD,No,UniMicro Med,Medical Equipment
1-13165-0,JM-RMC-00,"RESUSCITATION MASK CUSHIONED, SZ-00/EXTREME PRETERM",Ea,MFG,Yes,,Medical Disposables/Classic
1-13188-0,ROM-Mesh,MESH BOTTLE+ MANUAL+ GIFTBOX,Ea,TRD,No,Rossmax International Ltd,Retail
1-13101-0,JF-M2408-H,"READY TO USE HYDROPHILIC CATHETER, TPU, MALE, SIZE: 8FR",Ea,TRD,Yes,Jamjoom Fullcare Corporation,Medical Disposables/Classic
1-13102-0,JF-M2410-H,"READY TO USE HYDROPHILIC CATHETER, TPU, MALE, SIZE: 10FR",Ea,TRD,Yes,Jamjoom Fullcare Corporation,Medical Disposables/Classic
1-13111-0,JF-F2416-H,"READY TO USE HYDROPHILIC CATHETER, TPU, FEMALE, SIZE: 16FR",Ea,TRD,Yes,Jamjoom Fullcare Corporation,Medical Disposables/Classic
1-13213-0,MN-121-01705,"DISPOSABLE BLADELESS OPTICAL CROWN TROCAR SET, ADDITIONAL CANNULA",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13217-0,MN-122-4A113,DISPOSABLE CURVED MARYLAND DISSECTING FORCEPS   Φ5X450,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13223-0,MN-122-3A112,DISPOSABLE STRAIGHT METZENBAUM SCISSORS   Φ5X330,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-12909-0,DIP-BM1015,LOW DENSITY MEDIUM WEIGHT MESH. 10X15 CM,Ea,TRD,Yes,DIPRO MEDICAL DEVICES S.r.l.,Medical Disposables/Classic
1-12922-0,DIP-BULEV1515,MACROPOROUS LIGHTWEIGHT MESH. 15X15 CM,Ea,TRD,No,DIPRO MEDICAL DEVICES S.r.l.,Medical Equipment
1-12940-0,DIP-BULEV3030UL,MACROPOROUS ULTRA-LIGHTWEIGHT MESH. 30X30 CM,Ea,TRD,No,DIPRO MEDICAL DEVICES S.r.l.,Medical Equipment
1-12942-0,DIP-P3MM,"MEDIUM DENSITY HEAVYWEIGHT MESH WITH HOLE. 4,5X10 CM",Ea,TRD,Yes,DIPRO MEDICAL DEVICES S.r.l.,Medical Disposables/Classic
1-12944-0,DIP-P3MSL,LOW DENSITY MEDIUM WEIGHT MESH WITH HOLE. 6X12 CM,Ea,TRD,No,DIPRO MEDICAL DEVICES S.r.l.,Medical Equipment
1-13084-0,JF-P2351-IMC,"PACK, O. B. SURGICAL, STERILE",Ea,TRD,Yes,Jamjoom Fullcare Corporation,Medical Disposables/Classic
5-10045-0,ROM-X5,"2X60MEM.+ GUEST, 7AM/PM AVG., HRI(6 BAR), 3AVG., DATE/TIME, ARR(ARRHYTHMIA), AF(ATRIAL FIBRILLATION), PC(PREMATURE CONTRACTION),MOVEMENT DETECTION, CUFF DETECTION, , CALIBRATION, PC LINK OPTION, CUFF HOLDER, ZIPPER BAG (D-010)",Ea,TRD,No,Rossmax International Ltd,Retail
5-10047-0,ROM-MW701f,"2X60MEM.+ GUEST, 7AM/PM AVG., HRI(6 BAR), 3AVG., DATE/TIME, MOVEMENT DETECTION, CUFF DETECTION, , CALIBRATION, PC LINK OPTION, ZIPPER BAG (D-020)",Ea,TRD,No,Rossmax International Ltd,Retail
1-13061-0,X-LS-001K,IV SET LIGHT RESISTANT - 20 DROPS,Ea,TRD,Yes,Shinva Ande Healthcare Apparatus Co. LTD,Medical Disposables/Classic
1-13029-0,JM-S2408,"IV SET - 20 DROPS , WITH MALE LUER LOCK, WITH  Y-INJECTION X-IS-001K",Ea,MFG,No,,Medical Disposables/Classic
1-13098-0,JF-DP7098,"DRAPE SHEET PATIENT  - 70X98"" (180*250CM)",Ea,TRD,Yes,Jamjoom Fullcare Corporation,Medical Disposables/Classic
5-10099-0,ROM-EB100,SINGLE HEAD STETHOSCOPE,Ea,TRD,No,Rossmax International Ltd,Retail
5-10110-0,FM-AMC-2520,"2520 TANZANITE FULLY MOTORISED COUCH WITH ELECTRIC HI/LO, BACKREST MOVEMENTS AND 60 DEGREE TILT. INCLUDES FOOT STEP, HAND SWITCH CONTROL AND STANDARD CENTRAL LOCKING CASTORS",Ea,TRD,No,Forme Medical,Medical Equipment
5-10118-0,SH-0035A-PB10002,"NC12 (SEMI MODULARPATIENT MONITOR, 5 LEADSECG, COMEN NIBP,TEMP, RESPIRONICSETCO2 CAPNOTRAKSIDE STREAM TROLLEY)",Ea,TRD,No,Shenzhen Comen Medical Instruments Co.Ltd,Medical Equipment
5-10121-0,SH-0216B-PB10001,"AX-800(8 WORKINGMODE, AGSS, BACK-UPCYLINDER HOLDER, TWOVAPORIZER)",Ea,TRD,No,Shenzhen Comen Medical Instruments Co.Ltd,Medical Equipment
5-10018-0,MN-VP5C,VP5 INFUSION VOLUMETRIC PUMP (CLOSED SYSTEM),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10019-0,DOL-90101137,VIGOROUS 11 SS HOSPITAL LOW BED 4 MOTORIZED MATTRESS,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10125-0,DOL-90115103,SCREEN (FOUR WINGED),Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
1-13125-0,INT-HNC142F,"HYDROPHILIC SELF  LUBRECATED CATHETER READY TO USE ,  FREE OF PVC  ,   FEMALE  CH14 , 20CM WITH COATED EYE DISPOSABLE , STERILE",Ea,TRD,Yes,"INTEGRAL MEDICAL PRODUCTS CO., LTD.",Medical Disposables/Classic
1-13272-0,MN-122-3G343,DISPOSABLE CLAW GRASPING FORCEPS   Φ5X330,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13095-0,JF-C2406B,"CATHETER SUCTION TRAY, SIZE 06FR, 50/CS WHISLE TIP",Ea,TRD,Yes,Jamjoom Fullcare Corporation,Medical Disposables/Classic
1-13296-0,JM-G2040-RM1A,"SURGICAL GOWN, SIZE: SMALL, REINFORCED WITH HAND TOWEL",Ea,MFG,No,,Medical Disposables/Classic
1-13297-0,JM-G2045-RM1A,"SURGICAL GOWN, SIZE: MEDIUM, REINFORCED WITH HAND TOWEL",Ea,MFG,No,,Medical Disposables/Classic
5-10151-0,aX-100-100,"ANESTHESIA MACHINE INCLUDING VENTILATOR UNIT, 8"" TFT LCD SCREEN, GAS SUPPLY: O2, N2O, AIR WITH ALL ITS ACCESSORIES",Ea,TRD,No,Axcent Medical GMBH,Medical Equipment
5-10163-0,FZ-F-40.00,NEW SUCTION PUMP 230V-50HZ,Ea,TRD,No,Fazzini Srl,Medical Equipment
5-10165-0,FZ-F-30.20,SUCTION PUMP 1X2 LT JAR 230V-50/60 HZ,Ea,TRD,No,Fazzini Srl,Medical Equipment
5-10136-0,MN-101-000394-00,"RIGID TELESCOPE  DOV  30°,Φ 5MM, 31.2CM",Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
5-10208-0,FZ-F-35.20/P,SUCTION PUMP 1X2 LT.JAR 230V-50/60 HZ AND FOOT SWITCH PREDISPOSITION,Ea,TRD,No,Fazzini Srl,Medical Equipment
5-10218-0,SH-040-000908-00,12PIN 3-LEAD CLIP CONNECTOR ECG CABLE/ANTI-DEFIBRILLATION/AHA,Ea,TRD,No,Shenzhen Comen Medical Instruments Co.Ltd,Medical Equipment
5-10224-0,SH-040-000479-00,12PIN 3-LEAD CLIP CONNECTOR ECG CABLE/LEAD REPLACEABLE ANTI-DEFIBRILLATION/AHA,Ea,TRD,No,Shenzhen Comen Medical Instruments Co.Ltd,Medical Equipment
5-10225-0,SH-040-000480-00,12PIN 5-LEAD CLIP CONNECTOR ECG CABLE/LEAD REPLACEABLE ANTI-DEFIBRILLATION/AHA,Ea,TRD,No,Shenzhen Comen Medical Instruments Co.Ltd,Medical Equipment
4-10053-0,MN-222-5S3453,"CROCE-OLMI  GRASPING  FORCEPS,ATRAUMATIC,CURVED Φ 5X360",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10513-0,MN-222-5S3773,"DISSECTING  AND  GRASPING  FORCEPS,“ALLIGATOR  JAWS” Φ 5X360",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10518-0,MN-222-0T4883,"SPOON  FORCEPS Φ 10X360,  WITH  RATCHET",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10534-0,MN-222-5Y3283,"MANHES  DISSECTING  AND  GRASPING  FORCEPS  INSERT,""DUCKBILL"" Φ 5X360",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
5-10291-0,DOL-90104103,MATTRES VISCO,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10327-0,DOL-90111101,BLOOD RECEPTION CHAIR,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10328-0,DOL-90111102,BLOOD RECEPTION CHAIR,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10347-0,DOL-90119109,LOCKER WATER AND HEAT RESISTANT LAMINATE PRACTICAL SHELF SYSTEM AND DURABLE CLOTH HANGER.,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10361-0,DOL-90107101,STRETCHER,Ea,TRD,No,Dolsan Medikal Ekipmanlar İmalat Sanayii Ltd. STI,Medical Equipment
5-10564-0,6011B-PA00123,"VS-600: NIBP, NELLCOR SPO2, LI-ION BATTERY (4500MAH)",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10569-0,6011B-PA00126,"VS-600: NIBP, NELLCOR SPO2, LI-ION BATTERY (2600MAH), SMARTEMP",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10586-0,6012B-PA02217,"VS-900: 8.4“ COLOR LED, TOUCH SCREEN, WITH LI-ION BATTERY (4500MAH)X1, NIBP, MASIMO SPO2, SMARTEMP, ADT, EMR, MEWS, RECORDER, MULTI-FUNCTION CONNECTOR",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
2-13422-0,JM-T4416-12,"CLOSED URINARY DRAINAGE SYSTEM, W/100% SILICONE CATH. FR 12",Ea,MFG,Yes,,Medical Disposables/Classic
4-10076-0,MN-222-5Y3633,ATRAUMATIC  GRASPING  FORCEPS  INSERT Φ 5X360,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
4-10082-0,MN-222-5Y3123,DISSECTING  AND  GRASPING  FORCEPS  INSERT.RIGHT-ANGLED Φ 5X360,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
4-10088-0,MN-222-5Y3333,"GRASPING  FORCEPS  INSERT,ATRAUMATIC Φ 5X360",Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13512-0,CO-50011-CSE,"AQUAGUARD MOISTURE BARRIER SHEET 10X12"", 14 PACKAGES OF 7 SHEETS",Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
5-10394-0,MN-115-052869-00,"REUSABLE IRRIGATION TUBE, 20 TIMES AUTOCLAVABLE USE(INCLUDING 10 MEMBRANES)",Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
5-10397-0,MN-101-000454-00,"MEMBRANES,10UNIT/PACKAGE, REUSABLE,20 TIMES AUTOCLAVABLE USE",Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
5-10398-0,MN-115-070358-00,GUIDE BEAM，Φ4.8X3000 KITS,Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
1-13506-0,JM-AMFM8883,"OXYGEN MASK FOR CPAP ADULT FULL FACE WITH INSPIRATORY AND EXPIRATORY PORTS, LARGE SIZE, DISPOSABLE STERILE, VENTED",Ea,MFG,Yes,,Medical Disposables/Classic
1-13323-0,ROM-NE100,"NEBULIZER WITH N4 (2IN1 CUP) BOTTLE, CHILD + ADULT MASK, 1.5M TUBE, FILTERS X 5PCS, MOUTHPIECE, STRING BAG (S-010)",Ea,TRD,No,Rossmax International Ltd,Retail
1-13326-0,ROM-NB60,"SUPER MINI PUMP, WITH N1 (VAT) BOTTLE, CHILD + ADULT MASK, 1.5M TUBE, FILTERS X 5PCS, MOUTHPIECE, STRING BAG (S-020)",Ea,TRD,No,Rossmax International Ltd,Retail
1-13327-0,ROM-NH60,"PORTABLE & TUBELESS NEBULIZER, WITH N1 (VAT)   BOTTLE, CHILD + ADULT MASK, W/O TUBE, FILTERS X 5PCS, MOUTHPIECE, STRING BAG (S-020)",Ea,TRD,No,Rossmax International Ltd,Retail
1-13329-0,ROM-NK1000,"NEBULIZER WITH N1 (VAT) BOTTLE, NASAL WASHER (NW1), NASAL ASPIRATOR (NS1), CHILD + ADULT MASK, 1.5M TUBE X 2 , FILTERS X 5PCS, MOUTHPIECE,   STRING BAG (S-020)",Ea,TRD,No,Rossmax International Ltd,Retail
5-10604-0,6012B-PA02174,"VS-900: 8.4“ COLOR LED, TOUCH SCREEN, WITH LI-ION BATTERY (4500MAH)X1, NIBP, MINDRAY SPO2,SIDESTREAM CO2 (50ML/MIN), ADT, EMR, MEWS, RECORDER, 5G/2.4G WI-FI, MULTI-FUNCTION CONNECTOR",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10605-0,6012B-PA01419,"VS-900: 8.4“ COLOR LED, TOUCH SCREEN, WITH LI-ION BATTERY (4500MAH)X1, NIBP, MINDRAY SPO2, ADT, EMR, , MULTI-FUNCTION CONNECTOR",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10621-0,6012B-PA02237,"VS-900: 8.4“ COLOR LED, TOUCH SCREEN, WITH LI-ION BATTERY (4500MAH)X1, NIBP, MASIMO SPO2, SMARTTEMP, ADT, EMR, , MULTI-FUNCTION CONNECTOR",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
1-13346-0,CO-1011030,COVAWOUND™ SILICONE SELF-ADHERENT SOFT SILICONE FOAM DRESSING WITH BORDER 10X30 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13364-0,CO-1047575,COVAWOUND™ SILICONE SELF-ADHERENT SOFT SILICONE FOAM DRESSING (LITE) 7.5X7.5 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13383-0,CO-3100505,COVAWOUND™ ALGINATE AG (ALGINATE DRESSING WITH SILVER) DRESSING 5X5 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13394-0,CO-5011012,COVAWOUND™ HYDROCOLLOID DRESSING WITH BORDER 10X12 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13420-0,CO-TWBD1016,IV CLEAR™ ANTIMICROBIAL CLEAR SILICONE ADHESIVE SECUREMENT DRESSING WITH CHLORHEXIDINE AND SILVER 6X7 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
4-10104-0,MN-221-51225,AUTOSHIELD TROCAR ᴓ5 X 95 MM,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
4-10113-0,MN-221-56416,V HANDLE STRAIGHT NEEDLE HOLDER,Ea,TRD,No,"HANGZHOU MINDRAY MEDICAL TECHNOLOGY CO, LTD (Hangzhou Optcla Medical Instrument Co. Ltd)",Medical Equipment
1-13450-0,CO-1012323,COVAWOUND™ SILICONE SELF-ADHERENT SOFT SILICONE FOAM DRESSING WITH BORDER (LITE) 23X23 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
5-10417-0,SN-DHS-24W,24' HIGH RESOLUTION LCD COLOR MONITOR,Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
5-10419-0,SN-EG-430L,"VIDEO GASTROSCOPE EG-430L:Φ9.8*1050MM, 3.2MM WORKING CHANNEL",Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
5-10427-0,5-10427-0,WATER BOTTLE SET,Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
5-10431-0,SN-4003-00078,"VIDEO COLONOSCOPE EC-500T:Φ12*1680MM, 3.8MM WORKING CHANNEL",Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
5-10438-0,SN-4002-00508,LED LIGHT SOURCE VLS-50D(2-LED LAMP),Ea,TRD,No,Sonoscape Medical Corp,Medical Equipment
2-13461-0,CO-TWBD1014,IV CLEAR™ ANTIMICROBIAL CLEAR SILICONE ADHESIVE SECUREMENT DRESSING WITH CHLORHEXIDINE AND SILVER 10X12 CM NOTECHED,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
2-13466-0,CO-5200505,COVAWOUND™ HYDROCOLLOID DRESSING (THIN/TRANSPARENT) 5X5 CM,Ea,TRD,No,PAUL HARTMANN Middle East FZE,Wound Care / Covalon
1-13481-0,VY-SNM-20,SUPERNO2VA NASAL INTERFACE MEDIUM,Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
1-13482-0,VY-SSL-20,SUPERNO2VA SATELLITE KIT LARGE,Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
1-13486-0,JM-G2070B2,"GOWN SURGICAL  BLUE, XX-LARGE, STERILE-60/CS-40 GSM",Ea,MFG,No,,Medical Disposables/Classic
5-10633-0,6012B-PA02241,"VS-900: 8.4“ COLOR LED, TOUCH SCREEN, WITH LI-ION BATTERY (4500MAH)X1, NIBP, MASIMO SPO2, IR TEMP DOCK(COVIDIEN/EXERGEN) (COVIDIEN GENIUS 2 THERMOMETER INCLUDED), ADT, EMR, , MULTI-FUNCTION CONNECTOR",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
1-13438-0,JM-G2101-LRA,"LMR GOWN ISOLATION WATER REPLANT, LONG SLEEVE. KNITTED CUFF, SZ: LARGE",Ea,MFG,No,,Medical Disposables/Classic
5-10661-0,M2K3B-PA00072,"UMEC12: 12.1"" NON-TOUCH SCREEN, ECG, RESP, MINDRAY SPO2, NIBP, 2-CH TEMP, MINDRAY 3/5-LEAD ECG ALGORITHM + ARR + ST, LI-ION BATTERY (11.1V, 2500MAH), 2 USB PORT",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10677-0,M2K3B-PA00088,"UMEC12: 12.1"" TOUCH SCREEN, ECG, RESP, MINDRAY SPO2, NIBP, 2-CH TEMP, MINDRAY 3/5-LEAD ECG ALGORITHM + ARR + ST, LI-ION BATTERY (11.1V, 2500MAH), 2 USB PORT, ANALOG/VGA PORT, 2-CH IBP + C.O. MODULE",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10689-0,M1K6B-PA00039,"UMEC10: 10.4"" TOUCH SCREEN,  ECG, RESP, MINDRAY SPO2, NIBP, 1-CH TEMP , MINDRAY 3/5-LEAD ECG ALGORITHM + ARR + ST, LI-ION BATTERY (11.1V, 2500MAH), 2 USB PORT, ANALOG/VGA PORT",Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-11051-0,PRA-8Y002_0008F1,DOOR WING - H80 FOR STANDARD DRAWERS,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11079-0,PRA-AGIL6_12,600X400 AGILY TROLLEY - CONFIGURATION N°12,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11088-0,PRA-AGIL6_28,600X400 AGILY TROLLEY - CONFIGURATION N°28,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-10775-0,MN-115-065712-00,MODULAR 1-ARM UPGRADE KIT FOR DISPLAY,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10787-0,MN-DJ15-0033-001,1 BACKUP POWER MODULE,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
4-10135-0,VY-2025248-002,VITAL SIGNS CARDIAC OUTPUT CARE CABLE FOR GE MONITORS 2.7 M/8 FT,Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
4-10148-0,VY-900179-202,"VITAL SIGNS DIAGNOSTIC CARDIOLOGY ECG CONNECTOR SET MACTRODE, AHA, 14/SET",Ea,TRD,Yes,Vyaire BV,Medical Disposables/Classic
5-11187-0,PRA-AB12162,3-BAG HAMPER WITH LIDS AND PEDALS,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
1-13538-0,ME-MLGLT-02,"ADULT ECG ELECTRODE STRESS TEST AND HOLTER 50 X 38 X 1 MM FOAM, ENHANCED",Ea,TRD,Yes,MEDICO ELECTRODE INTERNATIONAL,Medical Disposables/Classic
1-13552-0,ME-3420MED,"ADULT ECG ELECTRODE DIAGNOSTIC RESTING ELECTRODES 34 X 20 MM PAPER/PET, STANDARD",Ea,TRD,Yes,MEDICO ELECTRODE INTERNATIONAL,Medical Disposables/Classic
1-13564-0,ME-OTL-5235 – S,"ADULT ECG ELECTRODE OFFSET ELECTRODES 52 X 35 X 1 MM FOAM, ENHANCED*",Ea,TRD,Yes,MEDICO ELECTRODE INTERNATIONAL,Medical Disposables/Classic
1-13588-0,ME-MSGLT-16G,"ADULT ECG ELECTRODE STRESS TEST AND HOLTER Ø 60 X 1 MM FOAM, ENHANCED",Ea,TRD,Yes,MEDICO ELECTRODE INTERNATIONAL,Medical Disposables/Classic
1-13602-0,ME-MPRYB-79RTT,"INFANTS ECG ELECTRODE NEO-NATAL PRE WIRED 32 X 22 MM CLOTH TAPE , HYDROGEL",Ea,TRD,Yes,MEDICO ELECTRODE INTERNATIONAL,Medical Disposables/Classic
5-11106-0,PRA-AGIL4_03,400X400 AGILY TROLLEY - CONFIGURATION N°03,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11113-0,PRA-AGIL4_31,400X400 AGILY TROLLEY - CONFIGURATION N°31,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11134-0,PRA-FA64301.12,DRESSING TROLLEY 600 X 400 - 3 SHELVES + 1 KEY-LOCKED DRAWER - BLUE POP COLOUR,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11139-0,PRA-FA44201.45,DRESSING TROLLEY 400 X 400 - 2 SHELVES + 1 KEY-LOCKED DRAWER - FUSHIA COLOUR,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11142-0,PRA-FA44202.45,DRESSING TROLLEY 400 X 400 - 2 SHELVES + 2 DRAWERS (1 KEY-LOCKED) - FUSHIA COLOUR,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11165-0,PRA-AJ12021,3-LEVEL TROLLEY WITH DOORS,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11190-0,PRA-AB12182,BACK-TO-BACK 4-BAG HAMPER WITH LIDS AND PEDALS,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-11198-0,PRA-AB12170,IN-LINE 4-BAG HAMPER WITHOUT LIDS,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-10815-0,MN-DJ15-0009-004,MAIN UNIT: MOBILE LIGHT CONTAINS HYLED X9M AND TOUCH CONTROL PANEL,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10828-0,MN-DJ15-0028-005,CAMERA FUNCTION(CARRIER; HD),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10858-0,MN-115-041812-00,STERILIZABLE HANDLE(LED，600/200),Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10862-0,MN-DJ15-0057-055,HYLED 200,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10869-0,MN-115-019377-00,S-VIDEO CABLE,Ea,TRD,No,"SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD",Medical Equipment
5-10985-0,PRA-8YM44H100DEV28_RM,NEOP PREMIUM MEDICINE TROLLEY 400X400 H100 PDA ROLL DISPENSER H70 28 PATIENTS – MAGENTA PINK,Ea,TRD,No,PRATICIMA SAS,Medical Equipment
5-10690-0,MN-9208B-XA00001,"EPM 10 MAIN UNIT WITH 10.1"" TOUCHSCREEN, EWS + 24H ECG SUMMARY + GCS, 2USB PORTS, MINDRAY 3/5-LEAD + ARR + ST, MINDRAY SPO2 MODULE, 2G DATA STORAGE, LI-ION BATTERY (11.1V, 2600MAH)",Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
5-10698-0,MN-9208B-XA00010,"EPM 10 MAIN UNIT WITH 10.1"" TOUCHSCREEN, EWS + 24H ECG SUMMARY + GCS, 2USB PORTS, MINDRAY 3/5-LEAD + ARR + ST, MINDRAY SPO2 MODULE, 2IBP+C.O. MODULE, 2G DATA STORAGE, RECORDER, LI-ION BATTERY (11.1V, 2600MAH), ANALOG+DEFIB+NURSECALL+DP9+VGA",Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
5-10714-0,MN-9207B-XA00019,"EPM 12MAIN UNIT WITH 12.1""TOUCHSCREEN,EWS+24HECGSUMMARY+GCS,2USBPORTS,MINDRAY3/5-LEAD+ARR+ST,MINDRAY SPO2MODULE,2-CH IBP MODULE,SIDESTREAM CO2MODULE,2G DATASTORAGE,LI-ION BATTERY(11.1V, 2600MAH)ANALOG+DEFIB+NURSECAL+DP9+VGA",Ea,TRD,No,"Nanjing Mindray Bio-Medical Electronics Co., Ltd.",Medical Equipment
