SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
507,4214150500100,"APPLICATOR, WOODEN, 3 INCH, WITH COTTON TIP, NOT LESS THAN 100 PIECES / PACKET, NON-STERILE",EA,ITEMIZED,"19,86,322"
508,4214150201500,"APPLICATOR, WOODEN, 6 INCH, WITH COTTON TIP, NOT LESS THAN 100 PIECES / PACKET, NON-STERILE",PKT,ITEMIZED,"4,45,907"
509,4218150100000,"DEPRESSOR, TONGUE, WOODEN, WITH SMOOTH EDGES, INDIVIDUAL WRAP, 15CM (+/- 2CM), DISPOSABLE, STERILE",EA,ITEMIZED,"4,31,12,578"
510,4214150500200,APPLICATOR PROCTOLOGY COTTON TIP 16-18 INCH DISPOSABLE NON - STERILE,EA,ITEMIZED,"5,04,135"
511,4220340327200,"SWAB STICK, AMNICATOR, FOR DETECTING RUPTURED AMNIOTIC MEMBRANES, LENGTH 15-20 CM, STERILE",EA,ITEMIZED,"1,725"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
512,5110270701400,"SWAB, IMPREGNATED IN 70% ISOPROPYL ALCOHOL, SIZE: NOT LESS THAN 4 X 4 CM, DISPOSABLE, STERILE",EA,ITEMIZED,"89,50,48,395"
513,5110270703300,"SWAB STICKS LEMON GLYCERIN, PRE - MOISTENED, DISPOSABLE, STERILE",EA,ITEMIZED,"2,34,615"
514,4110411600600,"SWAB, AMIES, TRANSPORT, MEDIUM, WITHOUT CHARCOAL, LABELLED, DOUBLE WRAPPED, STERILE",EA,ITEMIZED,"3,22,153"
515,4110411601400,"SWAB, FOR CULTURE, AEROBIC, WITH BACTERIAL TRANSPORT, MEDIUM, STERILE",EA,ITEMIZED,"59,550"
516,4110411601700,"SWAB, FOR CULTURE, TRANSPORT, AMIES, PLAIN, BLUE CAP",EA,ITEMIZED,"5,18,450"
517,4111620501400,"KIT, RAPID TEST, PREGNANCY ANALYSIS",EA,ITEMIZED,"37,03,221"
518,4111620501300,"KIT, TEST, GASTRIC PH",EA,ITEMIZED,"8,35,547"
519,4110410200600,"LANCET, FOR CAPILLARY, BLOOD SAMPLING",EA,ITEMIZED,"2,05,24,170"
520,4111197000100,"PROBE, FOR TEMPERATURE, FOR ADULT SKIN, COMPATIBLE WITH DRAGER, DISPOSABLE",EA,ITEMIZED,"1,200"
521,4219181400600,"PROBE, FOR TEMPERATURE, FOR PEDIATRIC SKIN, IT SHOULD BE COMPATIBLE WITH DRAGER, DISPOSABLE",EA,ITEMIZED,"2,298"
522,4219181401600,"PROBE, FOR TEMPERATURE, SKIN, COMPATIBLE WITH NEONATAL TOTAL BODY COOLING, COMPATIBLE WITH TECOTHERM, NEONATE, DISPOSABLE, STERILE",EA,ITEMIZED,400
523,4219181401700,"PROBE, ORAL TEMPERATURE, FOR THERMOMETER, ELECTRONIC, COMPATIBLE WITH WELCH ALLYN",EA,ITEMIZED,"2,120"
524,4218220501200,"PROBE, TEMPERATURE, FOR ESOPHAGEAL OR RECTAL, FOR INTRAVASCULAR TEMPERATURE MANAGEMENT MACHINE, DISPOSABLE, STERILE",EA,ITEMIZED,"48,000"
525,4218220501400,"COVER, PLASTIC, FOR ELECTRONIC THERMOMETER PROBE, ONE ELECTRONIC THERMOMETER PER 10000 PROBE MUST BE PROVIDED FREE OF CHARGE",EA,ITEMIZED,"97,47,675"
526,4229512300000,"ASPIRATOR, MECONIUM (MECONIUM REMOVAL DEVICE): SUCTION CONTROL PORT FOR INTERMITTENT SUCTIONING, ATTACHES TO ALL ENDOTRACHEAL TUBES, FEATURED IN THE TEXTBOOK OF NEONATAL RESUSCITATION, ACRYLIC, LENGTH: 83 MM THUMB PORT OPENING: 10 MM (I.D.), FREE OF LATEX, FREE OF DEHP, DISPOSABLE, STERILE",EA,ITEMIZED,"29,283"
527,4618190200100,"MUFFS, EARMUFFS, NEONATAL, NOISE ATTENUATORS, PROVIDES A QUIET HOUR FOR PREMATURE BABIES IN THE NICU, REDUCES SURROUNDING ENVIRONMENT NOISE LE VEL BY AT LEAST 7DB, RESULTS IN REDUCTION OF SOUND PRESSURE LEVEL OF MORE THAN 50%, DISPOSABLE",EA,ITEMIZED,"60,236"
528,4218240500700,"NEWBORN HEARING SCREENING SET : EARPHONES, SENSORS, BABY PREPARATION GUIDE, COMPATIBLE WITH (GSI) HEARING SCREENING SYSTEM, DISPOSABLE, STERILE.",EA,ITEMIZED,"12,000"
529,4218240000200,"NEWBORN HEARING SCREENING SET : EARPHONES, SENSORS, BABY PREPARATION GUIDE, COMPATIBLE WITH ALGO (NATUS) HEARING SCREENING SYSTEM, DISPOSABLE, STERILE.",EA,ITEMIZED,"6,78,300"
530,4220400400100,"PLUG, EAR, NOISE PROTECTION, LATEX FREE",EA,ITEMIZED,"1,58,337"
531,4220341212200,"STETHOSCOPE, ADULT, DOUBLE TUBE, CARDIOLOGY, DUAL HEAD, U SHAPE, SOFT SILICONE EAR TIPS, LENGTH 50 -70
CM",EA,ITEMIZED,"6,653"
532,4220341212300,"STETHOSCOPE, ADULT, DUAL TUBE, U SHAPE, SOFT SILICONE EAR TIPS, LENGTH 50 -70 CM",EA,ITEMIZED,"28,603"
533,4214000006800,"STETHOSCOPE, PEDIATRIC, DUAL HEAD, U SHAPE, SOFT SILICONE EAR TIPS, DIAMETER 35MM (+/- 2MM), LENGTH 50 -
70 CM",EA,ITEMIZED,900
534,4220341212400,"STETHOSCOPE, INFANT, DUAL HEAD, U SHAPE, SOFT SILICONE EAR TIPS, DIAMETER 23MM (+/- 2MM), LENGTH 50 -70
CM",EA,ITEMIZED,"13,048"
535,4218210300000,"STETHOSCOPE, LIGHT WEIGHT FOR COMFORT, REMARKABLY DURABLE, YELLOW TUBING, OVERALL LENGTH NOT MORE THAN 35 INCH, INDIVIDUALLY PACKAGED IN A SEALED POLY BAG, DISPOSABLE",EA,ITEMIZED,"91,491"
536,4229180220700,"FORCEPS, TWEEZERS, PLASTIC, 15CM (+ \-2), DISPOSABLE, STERILE",EA,ITEMIZED,300
537,4229161414800,"SCISSOR, FOR STITCHING, PLASTIC, DISPOSABLE, STERILE",EA,ITEMIZED,"96,029"
538,4231220701400,"SET, SUTURE, REMOVAL, CONSISTS OF: 1 PLASTIC FORCEP, 1 STITCH CUTTER, 3 SWAB GAUZE 5 X 5 CM, DISPOSABLE,
STERILE",EA,ITEMIZED,"8,14,093"
539,4231220700500,"SET, SUTURING, HOLDER NEEDLES 5.5 INCH, FORCEPS PLAIN 5 INCH, FORCEPS ADSON 5 INCH, POUCH STERILIZATION 100 X 300 MM, SCISSORS SUTURE REMOVING 5.50 INCH, 10 SWAB GAUZE 10 X 10 CM, 10 COTTON WOOL, 1 SHEET UTILITY 45 X 75 CM, 2 PAPER HAND TOWEL, BAG PLASTIC SMALL, DISPOSABLE, STERILE",EA,ITEMIZED,"29,772"
540,4227250010800,"PENLIGHT, DIAGNOSTIC LIGHTWEIGHT, RE - USABLE, WITHOUT BATTERIES, OR WITH SEPARATE BATTERIES",EA,ITEMIZED,"18,606"
541,4218191500400,"TRANSILLUMINATOR, LED LIGHT VEIN LOCATOR",EA,ITEMIZED,"1,655"
542,4219240100000,"CRASH CART, PLASTIC SEALS LOCK, EASILY BROKEN BY HAND, WITH SEQUENTIAL NUMBERS OF NOT LESS THAN 6 DIGITS, COLOR-CODED (RED, YELLOW, GREEN, BLUE)",EA,ITEMIZED,"6,87,100"
543,4222180200000,"BOARD, CUSHION PADDED, I.V. ARM, WITH STRAPS, SIZE: 3CM X 9CM (+/- 1 CM), DISPOSABLE",EA,ITEMIZED,"1,75,186"
544,4214361200000,"CARDBOARD SPLINT OFFER A LIGHTWEIGHT OPTION TO IMMOBILIZE INJURIES DURING AN EMERGENCY, FOR
FOREARM, ADULT",EA,ITEMIZED,300
545,4214361200100,"CARDBOARD SPLINT OFFER A LIGHTWEIGHT OPTION TO IMMOBILIZE INJURIES DURING AN EMERGENCY, FOR
FOREARM, PEDIATRIC",EA,ITEMIZED,300
546,4214361200200,"CARDBOARD SPLINT OFFER A LIGHTWEIGHT OPTION TO IMMOBILIZE INJURIES DURING AN EMERGENCY, FOR LEG,
ADULT",EA,ITEMIZED,300
547,4214361200300,"CARDBOARD SPLINT OFFER A LIGHTWEIGHT OPTION TO IMMOBILIZE INJURIES DURING AN EMERGENCY, FOR LEG,
PEDIATRIC",EA,ITEMIZED,300
548,4218201300900,"SPLINT, CARDBOARD, 28 - 32 CM, DISPOSABLE",EA,ITEMIZED,"39,034"
549,4218201301000,"SPLINT, CARDBOARD, 45 - 48 CM, DISPOSABLE",EA,ITEMIZED,"20,926"
550,4218201301100,"SPLINT, CARDBOARD, 60 - 65 CM, DISPOSABLE",EA,ITEMIZED,"20,931"
551,4214230304100,"BAND, WRIST, DIRECT THERMAL WITH ADHESIVE CLOSURE, ADULT BLUE, COMPATIBLE WITH THE HOSPITAL MACHINE, (ONE MACHINE PER 10000 BAND WRIST DIRECT THERMAL MUST BE PROVIDED FREE OF CHARGE)",EA,ITEMIZED,"35,00,000"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
552,4214230303700,"BAND, WRIST, DIRECT THERMAL WITH ADHESIVE CLOSURE, ADULT GREEN, COMPATIBLE WITH THE HOSPITAL
MACHINE",EA,ITEMIZED,"16,30,000"
553,4214230304000,"BAND, WRIST, DIRECT THERMAL WITH ADHESIVE CLOSURE, ADULT RED, COMPATIBLE WITH THE HOSPITAL MACHINE",EA,ITEMIZED,"1,50,000"
554,4214230304200,"BAND, WRIST, DIRECT THERMAL WITH ADHESIVE CLOSURE, PEDIATRIC BLUE, COMPATIBLE WITH THE HOSPITAL
MACHINE",EA,ITEMIZED,"4,43,500"
555,4214230304300,"BAND, WRIST, DIRECT THERMAL WITH ADHESIVE CLOSURE, PEDIATRIC RED, COMPATIBLE WITH THE HOSPITAL
MACHINE",EA,ITEMIZED,"12,500"
556,4214230303900,"BAND, WRIST, DIRECT THERMAL WITH ADHESIVE CLOSURE, PEDIATRIC WHITE, COMPATIBLE WITH THE HOSPITAL
MACHINE",EA,ITEMIZED,"19,39,150"
557,4214230302200,"BAND, WRIST, FOR PATIENT, IDENTIFICATION, FOR PATIENTS LESS THAN 10KG, LATEX FREE, MUST BE COMPATIBLE WITH THERMAL PRINTER AND BEST CARE CONFIGURATION",EA,ITEMIZED,"9,46,712"
558,4214230301300,"BAND, WRIST FOR NEWLY BORN BABIES, IDENTIFICATION, BLUE, WITH LABEL CONTAINS THE FOLLOWING INFORMATION (PATIENT NAME/FILE NO/AGE / SEX)",EA,ITEMIZED,"38,71,596"
559,4214230301500,"BAND, WRIST, FOR NEWLY BORN BABIES, IDENTIFICATION, PINK, WITH LABEL CONTAINS THE FOLLOWING INFORMATION (PATIENT NAME/FILE NO/AGE/ SEX)",EA,ITEMIZED,"38,27,370"
560,4214230302900,"BAND, WRIST, FOR ADULT, IDENTIFICATION, WHITE, WITH LABEL CONTAINS THE FOLLOWING INFORMATION (PATIENT NAME/FILE NO./ AGE / SEX.)",EA,ITEMIZED,"1,13,09,986"
561,4214230302300,"BAND, WRIST, FOR PATIENT, IDENTIFICATION, RED, FOR BLOOD TYPING",EA,ITEMIZED,"7,45,200"
562,4214230302400,"BAND, WRIST, IDENTIFICATION, RED, ADULT, WITH ALLERGIES",EA,ITEMIZED,"5,61,000"
563,4214230302500,"BAND, WRIST, IDENTIFICATION, RED, PEDIATRIC, WITH ALLERGIES",EA,ITEMIZED,"6,506"
564,4214230303100,"BAND, WRIST, IDENTIFICATION, YELLOW, FALL RISK, NOT LESS THAN 50 /PACKET, ADULT",PKT,ITEMIZED,"8,32,057"
565,4214230303200,"BAND, WRIST, IDENTIFICATION, YELLOW, FALL RISK, PEDIATRIC",EA,ITEMIZED,"4,88,500"
566,4214230303300,"BRACELET, ID BAND, IDENTIFICATION, MOTHER / INFANT, WITH INSERT CARD (3 BRACELETS)",EA,ITEMIZED,"3,67,255"
567,4214230300300,"BRACELET, ID BAND, PATIENT IDENTIFICATION, ADULT / PEDIATRIC, PLASTIC GREEN COLOR, WITH CARD, DISPOSABLE",EA,ITEMIZED,"2,80,242"
568,4214230300400,"BRACELET, ID BAND, PATIENT IDENTIFICATION, ADULT / PEDIATRIC, PLASTIC RED COLOR, WITH CARD, DISPOSABLE",EA,ITEMIZED,"4,59,912"
569,4214230302700,"BRACELET, ID BAND, PATIENT IDENTIFICATION, ADULT PLASTIC, BLUE COLOR, WITH CARD, DISPOSABLE",EA,ITEMIZED,"9,54,862"
570,4223150400700,"BAG, ENTERAL FEEDING PUMP, WITH GIVING SET, GRADUATIONS (AT 50 ML AND EVERY 100 ML), SIZE 1000 ML - 1500 ML, IT SHOULD BE COMPATIBLE WITH HOSPITAL MACHINE",EA,ITEMIZED,"24,537"
571,4223150400800,"BAG, ENTERAL FEEDINGL GRAVITY, WITH DRIP CHAMBER, AND ADJUSTABLE CLAMP, TUBE LENGTH 150 CM - 200 CM, 1000 CC TO 1500 CC, IT SHOULD BE COMPATIBLE WITH HOSPITAL MACHINE,",EA,ITEMIZED,"2,99,100"
572,4223150205000,"FEEDING SET, DEHP-FREE, WITH GRADUATED BAG AND TRANSPARENT BURETTE, WITH TUBE, BAG100-150 ML, IT SHOULD BE COMPATIBLE WITH HOSPITAL MACHINE, STERILE",EA,ITEMIZED,"4,000"
573,4227192600000,"TUBE, EVACUATOR TUBE, STOMACH, SALEM SUMP, 10 FRENCH, 90 - 120 CM LONG, STERILE",EA,ITEMIZED,"10,470"
574,4214310201200,"TUBE, EVACUATOR TUBE, STOMACH, SALEM SUMP, 12 FRENCH, 90 - 120 CM LONG, STERILE",EA,ITEMIZED,"5,785"
575,4214310201300,"TUBE, EVACUATOR TUBE, STOMACH, SALEM SUMP, 14 FRENCH, 100 - 130 CM LONG, STERILE",EA,ITEMIZED,"15,260"
576,4214310201400,"TUBE, EVACUATOR TUBE, STOMACH, SALEM SUMP, 16 FRENCH, 100 - 130 CM LONG, STERILE",EA,ITEMIZED,"11,667"
577,4214310201500,"TUBE, EVACUATOR TUBE, STOMACH, SALEM SUMP, 18 FRENCH, 100 - 130 CM LONG, STERILE",EA,ITEMIZED,"18,229"
578,4015172300000,"VALVE, ANTI REFLUX, FOR SALEM SUMP STOMACH TUBE, STERILE",EA,ITEMIZED,"9,000"
579,4223160906000,"TUBE, NASOGASTIRC FEEDING, ENFIT, POLYURETHANE, RADIOPAQUE, SIZE: 04 FRENCH, LENGTH 40-45 CM,
DISPOSABLE, STERILE",EA,ITEMIZED,"5,479"
580,4223160910500,"TUBE, NASOGASTIRC FEEDING, ENFIT, POLYURETHANE, RADIOPAQUE, SIZE: 05 FRENCH, LENGTH 50-55 CM,
DISPOSABLE, STERILE",EA,ITEMIZED,"15,810"
581,4223160911900,"TUBE, NASOGASTIRC FEEDING, ENFIT, POLYURETHANE, RADIOPAQUE, SIZE: 08 FRENCH, LENGTH 50-55 CM,
DISPOSABLE, STERILE",EA,ITEMIZED,"49,937"
582,4223160906500,"TUBE, NASOGASTIRC FEEDING, ENFIT, POLYURETHANE, RADIOPAQUE, SIZE: 12 FRENCH, LENGTH 110-120 CM,
DISPOSABLE, STERILE",EA,ITEMIZED,"18,640"
583,4223160906600,"TUBE, NASOGASTIRC FEEDING, ENFIT, POLYURETHANE, RADIOPAQUE, SIZE: 14 FRENCH, LENGTH 110-120 CM,
DISPOSABLE, STERILE",EA,ITEMIZED,"8,754"
584,4223160906700,"TUBE, NASOGASTIRC FEEDING, ENFIT, POLYURETHANE, RADIOPAQUE, SIZE: 16 FRENCH, LENGTH 110-120 CM,
DISPOSABLE, STERILE",EA,ITEMIZED,"11,147"
585,4223160906800,"TUBE, NASOGASTIRC FEEDING, ENFIT, POLYURETHANE, RADIOPAQUE, SIZE: 18 FRENCH, LENGTH 110-120 CM,
DISPOSABLE, STERILE",EA,ITEMIZED,"3,845"
586,4223160909600,"TUBE, TUBE FEEDING, FULLY RADIOPAQUE, POLYURETHANE, WITH ENFIT MALE CONNECTOR, LENGTH 50-60 CM, SIZE: 8 FRENCH FOR BOTH NEONATE AND PEDIATRIC, COMPATIBLE WITH MRI, DISPOSABLE, STERILE",EA,ITEMIZED,"2,17,937"
587,4223160912000,"TUBE, INFANT, TUBE FEEDING, SIZE: FR 5, 40-60 CM LONG, RADIO-OPAQUE, WITH NUMERICAL GRADUATION, AT LEAST INTERVAL EVERY 5 CM LONG, DEHP FREE, LATEX FREE, DISPOSABLE, STERILE",EA,ITEMIZED,"4,06,578"
588,4223160911700,"TUBE, INFANT, TUBE FEEDING, SIZE: FR 6, 40-60 CM LONG, RADIO-OPAQUE, WITH NUMERICAL GRADUATION, AT LEAST INTERVAL EVERY 5 CM LONG, DEHP FREE, LATEX FREE, DISPOSABLE, STERILE",EA,ITEMIZED,"10,86,342"
589,4223160911600,"TUBE, INFANT, TUBE FEEDING, SIZE: FR 8, 40-60 CM LONG, RADIO-OPAQUE, WITH NUMERICAL GRADUATION, AT LEAST INTERVAL EVERY 5 CM LONG, DEHP FREE, LATEX FREE, DISPOSABLE, STERILE",EA,ITEMIZED,"12,63,688"
590,4223160911100,"TUBE, INFANT, TUBE FEEDING, SIZE: FR 10, 50-90 CM LONG, RADIO-OPAQUE, WITH NUMERICAL GRADUATION, AT LEAST INTERVAL EVERY 5 CM LONG, DEHP FREE, LATEX FREE, DISPOSABLE, STERILE",EA,ITEMIZED,"6,23,547"
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
591,4223170200300,"NASAL FEEDING TUBE, PVC, RADIO-OPAQUE, 8FR X 200-240 CM, STERILE, DISPOSABLE",EA,ITEMIZED,750
592,4223170200200,"NASAL FEEDING TUBE, PVC, RADIO-OPAQUE, 10FR X 200-240 CM, STERILE, DISPOSABLE",EA,ITEMIZED,200
593,4223170101200,"TUBE, NASOGASTRIC FEEDING, RYLES PVC, SIZE: FR 08, RADIO-OPAQUE, 110-130 CM LONG, GRADUATION 120 CM AT LEAST-INTERVAL EVERY 10 CM, WITH SOFT END, WITH FINGERTIP CLOSURE WITH STOPPER, DISPOSABLE, STERILE",EA,ITEMIZED,"1,99,496"
594,4223170101300,"TUBE, NASOGASTRIC FEEDING, RYLES PVC, SIZE: FR10, RADIO-OPAQUE, 110-130 CM LONG, GRADUATION 120 CM AT LEAST-INTERVAL EVERY 10 CM, WITH SOFT END, WITH FINGERTIP CLOSURE WITH STOPPER, DISPOSABLE, STERILE",EA,ITEMIZED,"1,85,068"
595,4223170101800,"TUBE, NASOGASTRIC FEEDING, RYLES PVC, SIZE: FR12, RADIO-OPAQUE, 110-130 CM LONG, GRADUATION 120 CM AT LEAST-INTERVAL EVERY 10 CM, WITH SOFT END, WITH FINGERTIP CLOSURE WITH STOPPER, DISPOSABLE, STERILE",EA,ITEMIZED,"2,18,036"
596,4223170101400,"TUBE, NASOGASTRIC FEEDING, RYLES PVC, SIZE: FR14, RADIO-OPAQUE, 110-130 CM LONG, GRADUATION 120 CM AT LEAST-INTERVAL EVERY 10 CM, WITH SOFT END, WITH FINGERTIP CLOSURE WITH STOPPER, DISPOSABLE, STERILE",EA,ITEMIZED,"4,06,527"
597,4223170101500,"TUBE, NASOGASTRIC FEEDING, RYLES PVC, SIZE: FR16, RADIO-OPAQUE, 110-130 CM LONG, GRADUATION 120 CM AT LEAST-INTERVAL EVERY 10 CM, WITH SOFT END, WITH FINGERTIP CLOSURE WITH STOPPER, DISPOSABLE, STERILE",EA,ITEMIZED,"2,85,230"
598,4223170101700,"TUBE, NASOGASTRIC FEEDING, RYLES PVC, SIZE: FR18, RADIO-OPAQUE, 110-130 CM LONG, GRADUATION 120 CM AT LEAST-INTERVAL EVERY 10 CM, WITH SOFT END, WITH FINGERTIP CLOSURE WITH STOPPER, DISPOSABLE, STERILE",EA,ITEMIZED,"2,33,415"
599,4223170101600,"TUBE, NASOGASTRIC FEEDING, RYLES PVC, SIZE: FR20, RADIO-OPAQUE, 110-130 CM LONG, GRADUATION 120 CM AT LEAST-INTERVAL EVERY 10 CM, WITH SOFT END, WITH FINGERTIP CLOSURE WITH STOPPER, DISPOSABLE, STERILE",EA,ITEMIZED,"95,282"
600,4223160900300,"TUBE, TUBE FEEDING GASTROSTOMY, MEDICAL GRADE SILICONE CONSTRUCTION, SILICONE INTERNAL RETENTION BALLOON, EXTERNAL RETENTION RING, UNIVERSAL FEEDING PORT CONNECTOR, MEDICATION PORT, TAPERED DISTAL TIP, DUAL EXIT PORTS, RADIOPAQUE STRIP, SIZE: 12 FRENCH, STERILE",EA,ITEMIZED,"44,378"
601,4223160905900,"TUBE, TUBE FEEDING GASTROSTOMY, MEDICAL GRADE SILICONE CONSTRUCTION, SILICONE INTERNAL RETENTION BALLOON, EXTERNAL RETENTION RING, UNIVERSAL FEEDING PORT CONNECTOR, MEDICATION PORT, TAPERED DISTAL TIP, DUAL EXIT PORTS, RADIOPAQUE STRIP, SIZE: 14 FRENCH, STERILE",EA,ITEMIZED,"2,000"
602,4223160916800,"TUBE, TUBE FEEDING GASTROSTOMY, MEDICAL GRADE SILICONE CONSTRUCTION, SILICONE INTERNAL RETENTION BALLOON, EXTERNAL RETENTION RING, UNIVERSAL FEEDING PORT CONNECTOR, MEDICATION PORT, TAPERED DISTAL TIP, DUAL EXIT PORTS, RADIOPAQUE STRIP, SIZE: 16 FRENCH, STERILE",EA,ITEMIZED,"2,000"
603,4223160900400,"TUBE, TUBE FEEDING GASTROSTOMY, MEDICAL GRADE SILICONE CONSTRUCTION, SILICONE INTERNAL RETENTION BALLOON, EXTERNAL RETENTION RING, UNIVERSAL FEEDING PORT CONNECTOR, MEDICATION PORT, TAPERED DISTAL TIP, DUAL EXIT PORTS, RADIOPAQUE STRIP, SIZE: 18 FRENCH, STERILE",EA,ITEMIZED,"7,627"
604,4223160918100,"TUBE, TUBE FEEDING GASTROSTOMY, MEDICAL GRADE SILICONE CONSTRUCTION, SILICONE INTERNAL RETENTION BALLOON, EXTERNAL RETENTION RING, UNIVERSAL FEEDING PORT CONNECTOR, MEDICATION PORT, TAPERED DISTAL TIP, DUAL EXIT PORTS, RADIOPAQUE STRIP, SIZE: 20 FRENCH, STERILE",EA,ITEMIZED,"2,000"
605,4223160916900,"TUBE, TUBE FEEDING GASTROSTOMY, MEDICAL GRADE SILICONE CONSTRUCTION, SILICONE INTERNAL RETENTION BALLOON, EXTERNAL RETENTION RING, UNIVERSAL FEEDING PORT CONNECTOR, MEDICATION PORT, TAPERED DISTAL TIP, DUAL EXIT PORTS, RADIOPAQUE STRIP, SIZE: 22 FRENCH, STERILE",EA,ITEMIZED,"2,000"
606,4223160900500,"TUBE, TUBE FEEDING GASTROSTOMY, MEDICAL GRADE SILICONE CONSTRUCTION, SILICONE INTERNAL RETENTION BALLOON, EXTERNAL RETENTION RING, UNIVERSAL FEEDING PORT CONNECTOR, MEDICATION PORT, TAPERED DISTAL TIP, DUAL EXIT PORTS, RADIOPAQUE STRIP, SIZE: 24 FRENCH, STERILE",EA,ITEMIZED,"16,937"
607,4223160100000,TUBE GASTROSTOMY WITH ADAPTER MUST ONLY FIT BUTTON AND EXTENSION TUBING INDIVIDUAL USE INDIVIDUALLY PACKAGED DISPOSABLE STERILE,EA,ITEMIZED,"1,922"
608,4223160917700,"TUBE FEEDING, GASTROSTOMY, SIZE: 12 X 1 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,"4,000"
609,4223160917000,"TUBE FEEDING, GASTROSTOMY, SIZE: 12 X 1.2 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,"4,000"
610,4223160100200,"TUBE FEEDING, GASTROSTOMY, SIZE: 12 X 1.5 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,"2,290"
611,4223160100300,"TUBE FEEDING, GASTROSTOMY, SIZE: 12 X 2 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,390
612,4223160100400,"TUBE FEEDING, GASTROSTOMY, SIZE: 14 X 1 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,510
613,4223160920900,"TUBE FEEDING, GASTROSTOMY, SIZE: 14 X 1.2 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,"2,302"
614,4223160916400,"TUBE FEEDING, GASTROSTOMY, SIZE: 14 X 1.5 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,"1,600"
615,4223160921000,"TUBE FEEDING, GASTROSTOMY, SIZE: 14 X 1.7 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,800
SN,NUPCO CODE,LONG DESCRIPTION,UOM,"GROUP
CATEGORY",INITIAL QUANTITY
616,4223160100500,"TUBE FEEDING, GASTROSTOMY, SIZE: 14 X 2 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,800
617,4223160100600,"TUBE FEEDING, GASTROSTOMY, SIZE: 14 X 2.5 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,160
618,4223160919400,"TUBE FEEDING, GASTROSTOMY, SIZE: 14 X 3 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,160
619,4223160913400,"TUBE FEEDING, GASTROSTOMY, SIZE: 14 X 3.5 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,160
620,4223160913500,"TUBE FEEDING, GASTROSTOMY, SIZE: 14 X 4 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,160
621,4223160921100,"TUBE FEEDING, GASTROSTOMY, SIZE: 14 X 4.5 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,160
622,4223160921200,"TUBE FEEDING, GASTROSTOMY, SIZE: 14 X 5 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,160
623,4223160921300,"TUBE FEEDING, GASTROSTOMY, SIZE: 16 X 1 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,"2,960"
624,4223160923200,"TUBE FEEDING, GASTROSTOMY, SIZE: 16 X 1.5 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,320
625,4223160923300,"TUBE FEEDING, GASTROSTOMY, SIZE: 16 X 2 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,320
626,4223160100700,"TUBE FEEDING, GASTROSTOMY, SIZE: 16 X 2.5 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,160
627,4223160913600,"TUBE FEEDING, GASTROSTOMY, SIZE: 16 X 3 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,160
628,4223160913700,"TUBE FEEDING, GASTROSTOMY, SIZE: 16 X 3.5 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,160
629,4223160913800,"TUBE FEEDING, GASTROSTOMY, SIZE: 16 X 4 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,160
630,4223160913900,"TUBE FEEDING, GASTROSTOMY, SIZE: 16 X 4.5 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,160
631,4223160914000,"TUBE FEEDING, GASTROSTOMY, SIZE: 16 X 5 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,160
632,4223160921700,"TUBE FEEDING, GASTROSTOMY, SIZE: 18 X 1 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,"2,540"
633,4223160921400,"TUBE FEEDING, GASTROSTOMY, SIZE: 18 X 1.2 CM, LOW PROFILE, DISPOSABLE, STERILE",EA,ITEMIZED,"1,840"
